experiment_id,option_id,model,region,measurement_device,measurement_sample_count,runs,training_kgco2e,inference_kgco2e,storage_kgco2e,networking_kgco2e,retraining_kgco2e,hardware_kgco2e,total_kgco2e,low_kgco2e,high_kgco2e
EXP-001,OPT-A,DistilBERT,India,NVIDIA GeForce RTX 2050,500,3,0.37632000000000004,7.854817591176752,0.252,16.8,0.37632000000000004,30.414220482713635,56.073678073890385,30.492815766989313,106.01897140010782
EXP-001,OPT-B,BERT-base,India,NVIDIA GeForce RTX 2050,500,3,0.37632000000000004,15.708944307773974,0.252,16.8,0.37632000000000004,30.414220482713635,63.927804790487606,36.663915330029994,116.49114035557078
EXP-001,OPT-C,MiniLM-L6,India,NVIDIA GeForce RTX 2050,500,3,0.37632000000000004,3.4485982798536403,0.252,16.8,0.37632000000000004,30.414220482713635,51.66745876256728,27.030786308092583,100.14401231834367
